90888,2018-02-01 10:00:00,小明,女,1992-01-01,-1,100,后勤部,hello world,mxiao@stu.edu.cn
90889,2018-02-02 10:00:00,小明,女,1992-01-02,0,100,后勤部,hello world,mxiao@stu.edu.cn
90890,2018-02-03 10:00:00,小明,女,1992-01-03,1,100,后勤部,hello world,mxiao@stu.edu.cn
90891,2018-02-04 10:00:00,小明,女,1992-01-04,0,100,后勤部,hello world,mxiao@stu.edu.cn
90892,2018-02-05 10:00:00,小明,女,1992-01-05,2,100,后勤部,hello world,mxiao@stu.edu.cn
90893,2018-02-06 10:00:00,小明,女,1992-01-06,2,100,后勤部,hello world,mxiao@stu.edu.cn
90894,2018-02-07 10:00:00,小明,女,1992-01-07,0,100,后勤部,hello world,mxiao@stu.edu.cn
90895,2018-02-08 10:00:00,小明,女,1992-01-08,0,100,后勤部,hello world,mxiao@stu.edu.cn
90896,2018-02-09 10:00:00,小明,女,1992-01-09,0,100,后勤部,hello world,mxiao@stu.edu.cn
90897,2018-02-10 10:00:00,小明,女,1992-01-10,0,100,后勤部,hello world,mxiao@stu.edu.cn
90898,2018-02-11 10:00:00,小明,女,1992-01-11,0,100,后勤部,hello world,mxiao@stu.edu.cn
90899,2018-02-12 10:00:00,小明,女,1992-01-12,0,100,后勤部,hello world,mxiao@stu.edu.cn
90900,2018-02-13 10:00:00,小明,女,1992-01-13,0,100,后勤部,hello world,mxiao@stu.edu.cn
90901,2018-02-14 10:00:00,小明,女,1992-01-14,0,100,后勤部,hello world,mxiao@stu.edu.cn
90902,2018-02-15 10:00:00,小明,女,1992-01-15,0,100,后勤部,hello world,mxiao@stu.edu.cn
90903,2018-02-16 10:00:00,小明,女,1992-01-16,0,100,后勤部,hello world,mxiao@stu.edu.cn
90904,2018-02-17 10:00:00,小明,女,1992-01-17,0,100,后勤部,hello world,mxiao@stu.edu.cn
90905,2018-02-18 10:00:00,小明,女,1992-01-18,0,100,后勤部,hello world,mxiao@stu.edu.cn
90906,2018-02-19 10:00:00,小明,女,1992-01-19,0,100,后勤部,hello world,mxiao@stu.edu.cn
90907,2018-02-20 10:00:00,小明,女,1992-01-20,0,100,后勤部,hello world,mxiao@stu.edu.cn
90908,2018-02-21 10:00:00,小明,女,1992-01-21,0,100,后勤部,hello world,mxiao@stu.edu.cn
90909,2018-02-22 10:00:00,小明,女,1992-01-22,0,100,后勤部,hello world,mxiao@stu.edu.cn
