20210000,李四,男,232322,2003-03-01,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区202房
20210001,李四,男,232322,2003-03-02,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区203房
20210002,李四,男,232322,2003-03-03,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区204房
20210003,李四,男,232322,2003-03-04,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区205房
20210004,李四,男,232322,2003-03-05,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区206房
20210005,李四,男,232322,2003-03-06,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区207房
20210006,李四,男,232322,2003-03-07,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区208房
20210007,李四,男,232322,2003-03-08,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区209房
20210008,李四,男,232322,2003-03-09,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区210房
20210009,李四,男,232322,2003-03-10,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区211房
20210010,李四,男,232322,2003-03-11,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区212房
20210011,李四,男,232322,2003-03-12,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区213房
20210012,李四,男,232322,2003-03-13,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区214房
20210013,李四,男,232322,2003-03-14,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区215房
20210014,李四,男,232322,2003-03-15,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区216房
20210015,李四,男,232322,2003-03-16,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区217房
20210016,李四,男,232322,2003-03-17,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区218房
20210017,李四,男,232322,2003-03-18,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区219房
20210018,李四,男,232322,2003-03-19,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区220房
20210019,李四,男,232322,2003-03-20,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区221房
20210020,李四,男,232322,2003-03-21,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区222房
20210021,李四,男,232322,2003-03-22,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区223房
20210022,李四,男,232322,2003-03-23,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区224房
20210023,李四,男,232322,2003-03-24,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区225房
20210024,李四,男,232322,2003-03-25,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区226房
20210025,李四,男,232322,2003-03-26,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区227房
20210026,李四,男,232322,2003-03-27,2,1,计算机系,人工智能专业,szhang@stu.edu.cn,1区228房
