100,2022-01-01 08:00:00,一,男,2002-01-01,在岗,100%,工学院,计算机系,量子计算机专业,讲师,yi@stu.edu.cn,没课
101,2022-01-02 08:00:00,二,女,2002-01-02,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
102,2022-01-03 08:00:00,三,男,2002-01-03,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
103,2022-01-04 08:00:00,四,女,2002-01-04,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
104,2022-01-05 08:00:00,一,男,2002-01-05,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
105,2022-01-06 08:00:00,二,女,2002-01-06,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
106,2022-01-07 08:00:00,三,男,2002-01-07,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
107,2022-01-08 08:00:00,四,女,2002-01-08,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
108,2022-01-09 08:00:00,一,男,2002-01-09,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
109,2022-01-10 08:00:00,二,女,2002-01-10,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
110,2022-01-11 08:00:00,三,男,2002-01-11,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
111,2022-01-12 08:00:00,四,女,2002-01-12,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
112,2022-01-13 08:00:00,一,男,2002-01-13,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
113,2022-01-14 08:00:00,二,女,2002-01-14,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
114,2022-01-15 08:00:00,三,男,2002-01-15,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
115,2022-01-16 08:00:00,四,女,2002-01-16,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
116,2022-01-17 08:00:00,一,男,2002-01-17,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
117,2022-01-18 08:00:00,二,女,2002-01-18,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
118,2022-01-19 08:00:00,三,男,2002-01-19,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
119,2022-01-20 08:00:00,四,女,2002-01-20,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
120,2022-01-21 08:00:00,一,男,2002-01-21,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
121,2022-01-22 08:00:00,二,女,2002-01-22,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
122,2022-01-23 08:00:00,三,男,2002-01-23,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
123,2022-01-24 08:00:00,四,女,2002-01-24,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
124,2022-01-25 08:00:00,一,男,2002-01-25,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
125,2022-01-26 08:00:00,二,女,2002-01-26,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
126,2022-01-27 08:00:00,三,男,2002-01-27,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
127,2022-01-28 08:00:00,四,女,2002-01-28,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
128,2022-01-29 08:00:00,一,男,2002-01-29,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
129,2022-01-30 08:00:00,二,女,2002-01-30,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
130,2022-01-31 08:00:00,三,男,2002-01-31,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
131,2022-02-01 08:00:00,四,女,2002-02-01,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
132,2022-02-02 08:00:00,一,男,2002-02-02,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
133,2022-02-03 08:00:00,二,女,2002-02-03,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
134,2022-02-04 08:00:00,三,男,2002-02-04,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
135,2022-02-05 08:00:00,四,女,2002-02-05,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
136,2022-02-06 08:00:00,一,男,2002-02-06,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
137,2022-02-07 08:00:00,二,女,2002-02-07,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
138,2022-02-08 08:00:00,三,男,2002-02-08,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
139,2022-02-09 08:00:00,四,女,2002-02-09,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
140,2022-02-10 08:00:00,一,男,2002-02-10,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
141,2022-02-11 08:00:00,二,女,2002-02-11,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
142,2022-02-12 08:00:00,三,男,2002-02-12,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
143,2022-02-13 08:00:00,四,女,2002-02-13,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
144,2022-02-14 08:00:00,一,男,2002-02-14,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
145,2022-02-15 08:00:00,二,女,2002-02-15,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
146,2022-02-16 08:00:00,三,男,2002-02-16,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
147,2022-02-17 08:00:00,四,女,2002-02-17,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
148,2022-02-18 08:00:00,一,男,2002-02-18,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
149,2022-02-19 08:00:00,二,女,2002-02-19,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
150,2022-02-20 08:00:00,三,男,2002-02-20,在岗,100%,工学院,计算机系,量子计算机专业,,yi@stu.edu.cn,没课
